,1,6,0,2,3,5,7,8,9,10,11,13,12,4,14
31478, Private, Machine-op-inspct,22,200374, HS-grad, Never-married, Other-relative, White, Male,0,0, United-States,35,9,0
31479, Private, Transport-moving,24,498349, Bachelors, Never-married, Unmarried, Black, Female,0,0, United-States,40,13,0
31480, State-gov, Other-service,69,170458, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,20,9,0
31481, Self-emp-not-inc, Exec-managerial,40,57233, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
31482, Private, Craft-repair,45,188432, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31483, Self-emp-not-inc, Farming-fishing,47,33300, Assoc-acdm, Never-married, Other-relative, White, Male,10520,0, United-States,45,12,1
31484, Private, Machine-op-inspct,31,225779, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,40,9,0
31485, Private, Exec-managerial,48,46677, Assoc-acdm, Divorced, Unmarried, White, Female,0,0, United-States,42,12,0
31486, Private, Prof-specialty,41,227968, Bachelors, Married-civ-spouse, Wife, Black, Female,0,0, Haiti,35,13,1
31487, Private, Adm-clerical,34,85355, Bachelors, Never-married, Own-child, White, Male,0,0, United-States,40,13,0
31488, Private, Prof-specialty,48,207120, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
31489, Local-gov, Prof-specialty,28,229223, Assoc-voc, Married-civ-spouse, Wife, White, Female,7688,0, United-States,36,11,1
31490, Private, Exec-managerial,20,224640, Assoc-acdm, Never-married, Own-child, White, Female,0,0, United-States,40,12,0
31491, Private, Adm-clerical,39,139012, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, Philippines,40,13,1
31492, Federal-gov, Exec-managerial,40,130749, Some-college, Divorced, Not-in-family, Black, Female,0,0, United-States,40,10,0
31493, Private, Transport-moving,28,204516, 10th, Never-married, Not-in-family, White, Male,0,0, United-States,45,6,0
31494, Private, Sales,20,105479, Some-college, Never-married, Not-in-family, White, Female,0,0, United-States,25,10,0
31495, Private, Prof-specialty,41,197093, Bachelors, Divorced, Not-in-family, Black, Male,0,0, United-States,40,13,0
31496, Self-emp-inc, Sales,49,431245, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,10,1
31497, Private, Machine-op-inspct,24,155150, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31498, State-gov, Protective-serv,35,216035, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31499, Private, Sales,22,388247, Some-college, Never-married, Own-child, White, Male,0,0, United-States,40,10,0
31500, Private, Other-service,23,208908, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,30,13,0
31501, Private, Exec-managerial,23,259301, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,40,9,0
31502, Self-emp-not-inc, Transport-moving,42,69333, Assoc-voc, Married-civ-spouse, Husband, White, Male,4386,0, United-States,80,11,1
31503, Private, Prof-specialty,34,167893, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,64,10,1
31504, Federal-gov, Tech-support,32,386877, Assoc-voc, Never-married, Own-child, Black, Male,4650,0, United-States,40,11,0
31505, Private, Adm-clerical,54,146551, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,54,9,1
31506, Private, Adm-clerical,48,238360, Bachelors, Separated, Unmarried, Asian-Pac-Islander, Female,0,0, Philippines,40,13,0
31507, Private, Prof-specialty,38,187748, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
31508, State-gov, Adm-clerical,48,50748, Bachelors, Divorced, Unmarried, White, Female,0,0, United-States,40,13,0
31509, Private, Other-service,22,50136, 5th-6th, Married-civ-spouse, Husband, White, Male,0,0, El-Salvador,40,3,0
31510, Private, Tech-support,42,111483, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,13,1
31511, Private, Prof-specialty,31,298871, Doctorate, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, China,40,16,0
31512, Private, Other-service,27,147340, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,50,9,1
31513, Private, Prof-specialty,57,132704, Masters, Separated, Not-in-family, White, Male,10520,0, United-States,32,14,1
31514, State-gov, Tech-support,46,327786, Assoc-voc, Divorced, Not-in-family, White, Female,3325,0, United-States,42,11,0
31515, Federal-gov, Craft-repair,44,243636, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
31516, Local-gov, Protective-serv,42,194417, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
31517, Private, Exec-managerial,24,236696, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,40,13,0
31518, Private, Craft-repair,38,337130, 1st-4th, Married-spouse-absent, Not-in-family, White, Male,0,0, Mexico,40,2,0
31519, Private, Exec-managerial,29,273051, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, Yugoslavia,52,13,1
31520, Private, Craft-repair,38,186191, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,55,9,0
31521, Private, Exec-managerial,33,268451, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,40,10,0
31522, Private, Other-service,61,154600, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,4,9,0
31523, Local-gov, Craft-repair,49,405309, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
31524, Self-emp-not-inc, Exec-managerial,51,99185, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,12,1
31525, Private, Other-service,42,191765, HS-grad, Divorced, Other-relative, Black, Female,0,0, United-States,35,9,0
31526, Private, Handlers-cleaners,21,253583, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
31527, ?, ?,29,297054, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,40,9,0
31528, Private, Farming-fishing,54,204397, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,10,0
31529, Private, Adm-clerical,23,288771, Some-college, Never-married, Not-in-family, White, Female,0,0, United-States,30,10,0
31530, Private, Craft-repair,52,173987, 10th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,6,0
31531, Local-gov, Prof-specialty,28,33662, Masters, Married-civ-spouse, Wife, White, Female,7298,0, United-States,40,14,1
31532, Private, Handlers-cleaners,23,91658, Some-college, Divorced, Own-child, White, Male,0,0, United-States,40,10,0
31533, Private, Sales,43,226902, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,80,9,1
31534, Private, Craft-repair,45,232586, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,10,1
31535, Self-emp-not-inc, Exec-managerial,51,291755, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, United-States,42,4,0
31536, ?, ?,29,207032, HS-grad, Married-spouse-absent, Unmarried, Black, Female,0,0, Haiti,42,9,0
31537, Private, Sales,23,161478, Some-college, Never-married, Own-child, Asian-Pac-Islander, Female,0,0, United-States,40,10,0
31538, Self-emp-not-inc, Farming-fishing,73,109833, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,30,13,0
31539, Self-emp-not-inc, Exec-managerial,47,229394, 11th, Divorced, Unmarried, White, Female,0,0, United-States,55,7,0
31540, ?, ?,61,69285, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,37,9,0
31541, Private, Exec-managerial,26,491862, Assoc-voc, Never-married, Not-in-family, Black, Female,0,0, United-States,40,11,0
31542, Private, Handlers-cleaners,40,311534, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
31543, Self-emp-not-inc, Sales,32,420895, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,47,13,0
31544, Private, Other-service,39,226374, 10th, Divorced, Unmarried, Black, Female,0,0, United-States,40,6,0
31545, Federal-gov, Prof-specialty,33,101345, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,40,13,0
31546, Private, Farming-fishing,35,48779, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,35,9,0
31547, Private, Exec-managerial,42,152676, HS-grad, Divorced, Own-child, White, Male,0,0, United-States,40,9,0
31548, Private, Craft-repair,46,164877, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,44,10,0
31549, Private, Adm-clerical,33,97521, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
31550, Private, Machine-op-inspct,47,88564, 5th-6th, Never-married, Own-child, White, Male,0,0, United-States,20,3,0
31551, Private, Exec-managerial,33,188246, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,0
31552, Private, Adm-clerical,26,189185, HS-grad, Divorced, Own-child, White, Female,0,0, United-States,40,9,0
31553, State-gov, Adm-clerical,42,163069, Some-college, Divorced, Unmarried, Black, Female,0,0, United-States,40,10,0
31554, Private, Prof-specialty,28,251905, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,13,0
31555, Private, Machine-op-inspct,29,112403, 5th-6th, Married-civ-spouse, Husband, White, Male,0,0, ?,40,3,0
31556, Private, Sales,18,36882, 12th, Never-married, Own-child, White, Female,0,0, United-States,20,8,0
31557, Self-emp-not-inc, Exec-managerial,33,195891, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,10,0
31558, Private, Prof-specialty,36,194905, Bachelors, Widowed, Unmarried, White, Female,0,0, United-States,44,13,0
31559, Private, Protective-serv,33,133503, HS-grad, Married-civ-spouse, Husband, White, Male,7688,0, United-States,48,9,1
31560, Private, Adm-clerical,40,31621, HS-grad, Married-spouse-absent, Unmarried, White, Female,0,0, United-States,40,9,0
31561, Self-emp-not-inc, Sales,57,413373, Doctorate, Married-civ-spouse, Husband, White, Male,0,1902, United-States,40,16,1
31562, Private, Transport-moving,40,196029, HS-grad, Divorced, Unmarried, White, Male,0,0, United-States,45,9,0
31563, Private, Tech-support,36,107302, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,9,0
31564, Private, Adm-clerical,45,151267, Bachelors, Never-married, Not-in-family, Black, Female,0,0, United-States,40,13,1
31565, Private, Exec-managerial,52,256861, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,13,0
31566, Private, Machine-op-inspct,24,82777, HS-grad, Separated, Not-in-family, White, Male,0,0, United-States,40,9,0
31567, Private, Adm-clerical,30,147430, HS-grad, Married-spouse-absent, Not-in-family, White, Female,0,0, United-States,40,9,0
31568, ?, ?,28,60726, HS-grad, Never-married, Own-child, Black, Male,0,0, United-States,40,9,0
31569, Self-emp-not-inc, Prof-specialty,46,165754, Doctorate, Never-married, Not-in-family, White, Female,0,0, United-States,45,16,0
31570, Private, Sales,36,448337, HS-grad, Separated, Unmarried, Black, Female,0,0, United-States,40,9,0
31571, Private, Exec-managerial,48,185079, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,50,9,0
31572, Private, Adm-clerical,36,418702, Assoc-voc, Divorced, Unmarried, White, Female,0,0, United-States,40,11,0
31573, Private, Transport-moving,48,41504, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
31574, Private, Tech-support,21,387335, Some-college, Never-married, Own-child, White, Female,0,1719, United-States,9,10,0
31575, Private, Adm-clerical,18,261720, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,40,9,0
31576, Private, Prof-specialty,38,133963, Bachelors, Divorced, Not-in-family, White, Female,0,0, United-States,50,13,1
31577, ?, ?,66,357750, 11th, Widowed, Not-in-family, Black, Female,0,0, United-States,40,7,0
31578, State-gov, Protective-serv,36,179488, Bachelors, Married-civ-spouse, Husband, White, Male,7298,0, United-States,55,13,1
31579, Private, Transport-moving,38,60135, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,40,9,0
31580, Self-emp-not-inc, Prof-specialty,55,308746, Prof-school, Widowed, Not-in-family, White, Male,0,0, United-States,55,15,1
31581, Private, Craft-repair,27,278720, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,9,1
31582, State-gov, Adm-clerical,22,477505, Assoc-acdm, Never-married, Not-in-family, White, Male,0,0, United-States,40,12,0
31583, Private, Handlers-cleaners,29,164711, Some-college, Never-married, Other-relative, White, Male,0,0, United-States,40,10,0
31584, Private, Exec-managerial,40,208277, Some-college, Never-married, Unmarried, White, Female,0,0, United-States,40,10,0
31585, Private, Sales,21,39943, Some-college, Never-married, Own-child, White, Female,0,0, United-States,20,10,0
31586, Private, Adm-clerical,49,104542, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,40,9,0
31587, Private, Prof-specialty,29,286634, Bachelors, Married-civ-spouse, Wife, White, Female,0,0, United-States,50,13,1
31588, Private, Exec-managerial,28,142712, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,50,13,1
31589, Private, Protective-serv,26,336404, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31590, Private, Adm-clerical,33,117983, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,41,9,0
31591, ?, ?,72,108796, Prof-school, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,15,1
31592, Private, Tech-support,59,59469, Masters, Married-civ-spouse, Husband, White, Male,0,0, Iran,40,14,0
31593, Private, Adm-clerical,37,171968, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,0
31594, ?, ?,56,119254, 10th, Divorced, Not-in-family, White, Female,0,0, United-States,40,6,0
31595, Private, Craft-repair,27,278617, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,40,10,0
31596, Private, Prof-specialty,39,72338, Masters, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, Philippines,40,14,1
31597, Local-gov, Prof-specialty,49,343231, Masters, Never-married, Not-in-family, White, Female,0,0, United-States,80,14,0
31598, Private, Sales,30,63910, HS-grad, Married-civ-spouse, Own-child, Asian-Pac-Islander, Female,0,0, United-States,40,9,0
31599, Private, Protective-serv,28,190350, 9th, Married-civ-spouse, Wife, Black, Female,0,0, United-States,40,5,0
31600, State-gov, Protective-serv,25,176162, Bachelors, Never-married, Own-child, White, Male,0,0, United-States,40,13,0
31601, Private, Machine-op-inspct,18,37720, 10th, Never-married, Own-child, White, Male,0,0, United-States,40,6,0
31602, Private, Handlers-cleaners,25,421467, Assoc-acdm, Never-married, Own-child, White, Male,0,0, United-States,26,12,0
31603, Private, Machine-op-inspct,36,138441, Some-college, Never-married, Own-child, White, Male,0,0, United-States,40,10,0
31604, Private, Machine-op-inspct,52,146767, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
31605, ?, ?,20,369678, 12th, Never-married, Not-in-family, Other, Male,0,1602, United-States,40,8,0
31606, Private, Craft-repair,25,160445, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,40,9,0
31607, Private, Prof-specialty,26,211695, Bachelors, Never-married, Own-child, White, Male,0,0, United-States,40,13,0
31608, Private, Exec-managerial,50,102346, Bachelors, Married-civ-spouse, Wife, White, Female,0,2415, United-States,20,13,1
31609, Private, Exec-managerial,48,128796, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,12,1
31610, Private, Handlers-cleaners,39,111129, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31611, Local-gov, Prof-specialty,30,44566, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,0
31612, Private, Craft-repair,26,118497, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,9,0
31613, Private, Craft-repair,36,334291, Some-college, Married-civ-spouse, Husband, White, Male,0,1887, United-States,40,10,1
31614, Private, Sales,49,237920, Doctorate, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,16,0
31615, Local-gov, Prof-specialty,34,136331, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,13,0
31616, Private, Other-service,28,187397, HS-grad, Never-married, Other-relative, Other, Male,0,0, Mexico,48,9,0
31617, Self-emp-not-inc, Other-service,28,119793, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,40,9,0
31618, Private, Craft-repair,42,24982, Some-college, Married-civ-spouse, Husband, White, Male,7688,0, United-States,40,10,1
31619, Self-emp-not-inc, Craft-repair,26,231714, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31620, Private, Craft-repair,54,229272, HS-grad, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,9,1
31621, ?, ?,66,68219, 9th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,5,0
31622, Self-emp-not-inc, Sales,61,268831, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,53,9,0
31623, Self-emp-not-inc, Prof-specialty,45,149640, Prof-school, Never-married, Not-in-family, White, Male,0,0, United-States,30,15,1
31624, Private, Adm-clerical,29,261725, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,35,13,0
31625, Private, Handlers-cleaners,74,161387, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,16,9,0
31626, Local-gov, Prof-specialty,61,260167, HS-grad, Widowed, Not-in-family, White, Female,0,0, United-States,40,9,0
31627, Private, Sales,27,200928, Some-college, Never-married, Own-child, White, Male,0,0, United-States,22,10,0
31628, Federal-gov, Prof-specialty,53,155594, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
31629, Self-emp-not-inc, Farming-fishing,57,79539, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, United-States,40,9,0
31630, Private, Craft-repair,41,469454, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
31631, Private, Prof-specialty,45,331482, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,13,0
31632, Private, Sales,43,225193, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31633, ?, ?,26,370727, Bachelors, Married-civ-spouse, Wife, White, Female,0,1977, United-States,40,13,1
31634, Private, Other-service,29,82393, HS-grad, Married-civ-spouse, Own-child, Asian-Pac-Islander, Male,0,0, Philippines,25,9,0
31635, ?, ?,65,37170, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, United-States,20,4,0
31636, Private, Exec-managerial,41,58484, Bachelors, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,13,0
31637, Local-gov, Prof-specialty,31,156464, Bachelors, Never-married, Other-relative, White, Male,0,0, ?,40,13,0
31638, Private, Machine-op-inspct,50,344621, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,40,9,0
31639, Private, Sales,52,174752, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,9,1
31640, Self-emp-inc, Transport-moving,18,174202, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,60,9,0
31641, Private, Other-service,26,261203, 7th-8th, Never-married, Unmarried, Other, Female,0,0, ?,30,4,0
31642, Private, Craft-repair,57,316000, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31643, State-gov, Adm-clerical,63,216871, Some-college, Married-civ-spouse, Husband, White, Male,0,1740, United-States,40,10,0
31644, Private, Adm-clerical,29,246933, HS-grad, Never-married, Other-relative, White, Male,0,0, Mexico,40,9,0
31645, Self-emp-not-inc, Prof-specialty,32,112115, Bachelors, Married-civ-spouse, Husband, White, Male,7688,0, United-States,40,13,1
31646, Private, Machine-op-inspct,34,264651, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
31647, Private, Adm-clerical,43,99185, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,58,9,0
31648, Private, Machine-op-inspct,39,176186, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
31649, Private, Machine-op-inspct,28,100219, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,45,9,0
31650, Private, Adm-clerical,32,46691, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,40,13,0
31651, State-gov, Prof-specialty,28,297735, Prof-school, Never-married, Not-in-family, White, Male,0,0, United-States,90,15,0
31652, Private, Machine-op-inspct,40,132222, Some-college, Married-civ-spouse, Husband, White, Male,4386,0, United-States,50,10,1
31653, Private, Tech-support,25,189656, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,60,13,1
31654, Local-gov, Prof-specialty,54,224934, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,14,1
31655, Self-emp-inc, Farming-fishing,48,149218, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,70,13,1
31656, Private, Exec-managerial,51,158508, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,36,10,0
31657, State-gov, Transport-moving,67,261203, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, United-States,35,4,0
31658, Private, Sales,17,309504, 10th, Never-married, Unmarried, White, Female,0,0, United-States,24,6,0
31659, State-gov, Other-service,24,324637, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,40,10,0
31660, Private, Handlers-cleaners,25,267426, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31661, ?, ?,68,229016, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,25,9,0
31662, Private, Other-service,54,46401, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,47,10,0
31663, Private, Prof-specialty,32,114288, HS-grad, Divorced, Own-child, White, Female,0,0, United-States,40,9,0
31664, ?, ?,61,203849, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,40,10,0
31665, Federal-gov, Adm-clerical,41,193882, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
31666, Private, Other-service,53,311269, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,40,9,0
31667, Private, Prof-specialty,45,156117, Assoc-voc, Divorced, Not-in-family, White, Female,0,0, United-States,32,11,0
31668, ?, ?,64,169917, 7th-8th, Widowed, Not-in-family, White, Female,0,0, United-States,4,4,0
31669, Private, Machine-op-inspct,51,222615, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
31670, State-gov, Prof-specialty,41,106900, Masters, Married-civ-spouse, Husband, White, Male,7298,0, United-States,60,14,1
31671, Federal-gov, Prof-specialty,40,78036, Assoc-voc, Married-civ-spouse, Wife, White, Female,0,0, United-States,65,11,1
31672, Private, Farming-fishing,27,380560, HS-grad, Never-married, Other-relative, White, Male,0,0, Mexico,40,9,0
31673, Private, Adm-clerical,41,167106, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,3103,0, Philippines,35,13,1
31674, Private, Exec-managerial,51,289436, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,13,1
31675, Private, Adm-clerical,36,749636, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,40,10,0
31676, Self-emp-inc, Farming-fishing,34,154120, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,55,9,0
31677, Private, Adm-clerical,43,105119, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31678, Federal-gov, Adm-clerical,61,181081, HS-grad, Divorced, Own-child, Black, Female,0,0, United-States,20,9,0
31679, Private, Transport-moving,31,182237, 10th, Separated, Unmarried, White, Male,0,0, United-States,40,6,0
31680, Private, Sales,34,102130, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,65,9,1
31681, Private, Craft-repair,43,266324, HS-grad, Married-civ-spouse, Husband, White, Male,0,1902, United-States,99,9,1
31682, Private, Craft-repair,52,170562, 12th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,8,0
31683, Private, Other-service,18,240543, 11th, Never-married, Own-child, White, Female,0,0, United-States,20,7,0
31684, Federal-gov, Prof-specialty,37,187046, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
31685, Private, Adm-clerical,60,389254, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31686, Private, Transport-moving,47,179955, Some-college, Widowed, Unmarried, White, Female,0,0, Outlying-US(Guam-USVI-etc),25,10,0
31687, Private, Adm-clerical,21,197997, Some-college, Never-married, Own-child, White, Male,0,0, United-States,30,10,0
31688, Self-emp-inc, Exec-managerial,34,343789, Bachelors, Married-civ-spouse, Husband, White, Male,7688,0, United-States,55,13,1
31689, Private, Other-service,28,191088, HS-grad, Divorced, Not-in-family, White, Female,0,1741, United-States,52,9,0
31690, Local-gov, Protective-serv,40,141649, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
31691, Private, Other-service,26,433906, Assoc-acdm, Never-married, Not-in-family, White, Male,0,0, United-States,40,12,0
31692, Private, Other-service,48,207982, Some-college, Never-married, Unmarried, Black, Female,0,0, United-States,40,10,0
31693, Private, Farming-fishing,46,175925, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
31694, Private, Sales,58,85767, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,48,10,0
31695, Self-emp-inc, Craft-repair,32,281030, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,40,9,0
31696, ?, ?,90,313986, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
31697, Private, Craft-repair,38,396595, Some-college, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, United-States,40,10,1
31698, ?, ?,20,189203, Assoc-acdm, Never-married, Not-in-family, White, Male,0,0, United-States,20,12,0
31699, Self-emp-not-inc, Farming-fishing,43,163108, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,99,10,0
31700, Private, Priv-house-serv,17,141590, 11th, Never-married, Own-child, White, Female,0,0, United-States,12,7,0
31701, Private, Transport-moving,36,137421, 12th, Never-married, Not-in-family, Asian-Pac-Islander, Male,0,0, ?,45,8,0
31702, Private, Craft-repair,36,67728, HS-grad, Married-civ-spouse, Husband, White, Male,5013,0, Italy,40,9,0
31703, Private, Transport-moving,30,345522, HS-grad, Married-civ-spouse, Husband, White, Male,3103,0, United-States,70,9,1
31704, Private, Craft-repair,45,330087, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31705, Self-emp-not-inc, Transport-moving,51,204322, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,9,0
31706, Private, Exec-managerial,29,50295, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,48,10,0
31707, Self-emp-not-inc, Farming-fishing,35,147258, Assoc-voc, Never-married, Own-child, White, Male,0,0, United-States,65,11,0
31708, Private, Sales,19,194260, Some-college, Never-married, Own-child, White, Female,0,0, United-States,20,10,0
31709, Private, Sales,56,437727, 9th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,5,0
31710, ?, ?,64,34100, Some-college, Widowed, Not-in-family, White, Male,0,0, United-States,4,10,0
31711, ?, ?,62,186611, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,40,9,0
31712, Private, Machine-op-inspct,24,280960, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,24,9,0
31713, Private, Protective-serv,33,33117, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,12,0
31714, Private, Sales,43,169628, Bachelors, Never-married, Unmarried, Black, Female,0,0, United-States,35,13,1
31715, State-gov, Other-service,22,124942, Some-college, Never-married, Own-child, White, Male,0,0, United-States,45,10,0
31716, Private, Other-service,44,143368, Some-college, Never-married, Not-in-family, Black, Male,0,0, United-States,55,10,0
31717, Private, Craft-repair,37,255621, HS-grad, Separated, Not-in-family, White, Male,0,0, United-States,50,9,0
31718, Self-emp-inc, Sales,34,154227, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,75,10,0
31719, Private, Sales,43,171438, Assoc-voc, Separated, Unmarried, White, Female,0,0, United-States,45,11,0
31720, Private, Adm-clerical,39,191524, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,40,9,0
